city,station_id,Long,Lat,Year,PMten,PMDF,GP,ST,WP,Precipitation,PopD
Hong_kong,HKCW,114.143843,22.28487,2000,37.4,0.23936,29.83197892,27.342,9.914,2058.6,42465.78
Hong_kong,HKCW,114.143843,22.28487,2001,40.4,0.25856,30.69019524,27.602,11.522,2496.6,41224.08832
Hong_kong,HKCW,114.143843,22.28487,2002,32.6,0.20864,28.45926237,28.34,11.916,1292.1,41224.08832
Hong_kong,HKCW,114.143843,22.28487,2003,33.4,0.21376,29.3234588,28.398,13.01,1098.65,41461.56705
Hong_kong,HKCW,114.143843,22.28487,2004,43.2,0.27648,28.41830699,28.502,9.046,985.5,41461.56705
Hong_kong,HKCW,114.143843,22.28487,2005,35.4,0.22656,30.73008071,27.686,10.804,1430.8,41880.16
Hong_kong,HKCW,114.143843,22.28487,2006,34.8,0.22272,28.75285585,27.374,14.056,1503.8,41518.78624
Hong_kong,HKCW,114.143843,22.28487,2007,35.8,0.22912,29.35523683,28.146,10.36,1025.65,41518.78624
Hong_kong,HKCW,114.143843,22.28487,2008,34.2,0.21888,29.79207021,27.73,13.382,1642.5,41795.74868
Hong_kong,HKCW,114.143843,22.28487,2009,32,0.2048,28.68476095,28.778,12.684,952.65,41795.74868
Hong_kong,HKCW,114.143843,22.28487,2010,28,0.1792,28.11713759,27.958,9.254,1208.15,41792.43
Hong_kong,HKCW,114.143843,22.28487,2011,32.2,0.20608,28.66358843,28.622,11.192,876,41842.27904
Hong_kong,HKCW,114.143843,22.28487,2012,34.8,0.22272,28.43054215,28.44,12.954,1025.65,41842.27904
Hong_kong,HKCW,114.143843,22.28487,2013,25.6,0.16384,29.52375057,27.772,11.622,1310.35,42378.78669
Hong_kong,HKCW,114.143843,22.28487,2014,25.2,0.16128,28.00122673,28.55,10.648,1098.65,42378.78669
Hong_kong,HKCW,114.143843,22.28487,2015,26.8,0.17152,28.19303085,28.422,9.686,1427.15,42462.18
Hong_kong,HKCW,114.143843,22.28487,2016,23.4,0.14976,27.32977226,28.118,10.872,1941.8,42430.08278
Hong_kong,HKCW,114.143843,22.28487,2017,22.2,0.14208,28.97356391,28.33,11.746,1445.4,42430.08278
Hong_kong,HKCW,114.143843,22.28487,2018,22.8,0.14592,28.66805345,28.672,13.49,1492.85,43144.58797
Hong_kong,HKCW,114.143843,22.28487,2019,21.8,0.13952,28.03260288,28.046,10.102,1905.3,43144.58797
Hong_kong,HKCW,114.143843,22.28487,2020,13.2,0.08448,28.90531522,28.582,10.054,1828.65,42869.27
Hong_kong,HKMK,114.168657,22.32253,2000,50.4,0.32256,17.48954244,27.342,9.914,2058.6,33589.48
Hong_kong,HKMK,114.168657,22.32253,2001,63.6,0.40704,16.74218142,27.602,11.522,2496.6,39174.27393
Hong_kong,HKMK,114.168657,22.32253,2002,54.6,0.34944,16.27503647,28.34,11.916,1292.1,39174.27393
Hong_kong,HKMK,114.168657,22.32253,2003,52.6,0.33664,15.76375343,28.398,13.01,1098.65,39376.58873
Hong_kong,HKMK,114.168657,22.32253,2004,62.8,0.40192,15.46703572,28.502,9.046,985.5,39376.58873
Hong_kong,HKMK,114.168657,22.32253,2005,53.8,0.34432,15.12406409,27.686,10.804,1430.8,34995.86
Hong_kong,HKMK,114.168657,22.32253,2006,51.6,0.33024,16.39538167,27.374,14.056,1503.8,39419.01408
Hong_kong,HKMK,114.168657,22.32253,2007,51.6,0.33024,17.075544,28.146,10.36,1025.65,39419.01408
Hong_kong,HKMK,114.168657,22.32253,2008,48.6,0.31104,15.27960673,27.73,13.382,1642.5,39699.77538
Hong_kong,HKMK,114.168657,22.32253,2009,42.8,0.27392,14.8237801,28.778,12.684,952.65,39699.77538
Hong_kong,HKMK,114.168657,22.32253,2010,39,0.2496,16.448965,27.958,9.254,1208.15,36917.6
Hong_kong,HKMK,114.168657,22.32253,2011,41.6,0.26624,13.28676148,28.622,11.192,876,39784.85971
Hong_kong,HKMK,114.168657,22.32253,2012,37.6,0.24064,14.26215231,28.44,12.954,1025.65,39784.85971
Hong_kong,HKMK,114.168657,22.32253,2013,33.8,0.21632,14.31498951,27.772,11.622,1310.35,40814.38428
Hong_kong,HKMK,114.168657,22.32253,2014,34.2,0.21888,13.23795547,28.55,10.648,1098.65,40814.38428
Hong_kong,HKMK,114.168657,22.32253,2015,31.8,0.20352,13.83470252,28.422,9.686,1427.15,39678.2
Hong_kong,HKMK,114.168657,22.32253,2016,28.8,0.18432,15.2079104,28.118,10.872,1941.8,40910.83838
Hong_kong,HKMK,114.168657,22.32253,2017,28.4,0.18176,13.13200971,28.33,11.746,1445.4,40910.83838
Hong_kong,HKMK,114.168657,22.32253,2018,24.6,0.15744,15.13521233,28.672,13.49,1492.85,41813.5441
Hong_kong,HKMK,114.168657,22.32253,2019,26.8,0.17152,14.20931511,28.046,10.102,1905.3,41813.5441
Hong_kong,HKMK,114.168657,22.32253,2020,16.8,0.10752,14.80824948,28.582,10.054,1828.65,42403.21
Hong_kong,HKTP,114.231343,22.30972,2000,38,0.2432,48.62210268,27.342,9.914,2058.6,49269.29
Hong_kong,HKTP,114.231343,22.30972,2001,38.6,0.24704,44.03295014,27.602,11.522,2496.6,52018.02465
Hong_kong,HKTP,114.231343,22.30972,2002,36,0.2304,45.80159879,28.34,11.916,1292.1,52018.02465
Hong_kong,HKTP,114.231343,22.30972,2003,36.4,0.23296,46.81909321,28.398,13.01,1098.65,52463.41521
Hong_kong,HKTP,114.231343,22.30972,2004,40.8,0.26112,45.59021915,28.502,9.046,985.5,52463.41521
Hong_kong,HKTP,114.231343,22.30972,2005,34,0.2176,48.58217624,27.686,10.804,1430.8,51164.98
Hong_kong,HKTP,114.231343,22.30972,2006,36.2,0.23168,49.25214832,27.374,14.056,1503.8,52595.45593
Hong_kong,HKTP,114.231343,22.30972,2007,36.6,0.23424,37.33009848,28.146,10.36,1025.65,52595.45593
Hong_kong,HKTP,114.231343,22.30972,2008,36,0.2304,45.93416278,27.73,13.382,1642.5,53232.8458
Hong_kong,HKTP,114.231343,22.30972,2009,34,0.2176,49.47848049,28.778,12.684,952.65,53232.8458
Hong_kong,HKTP,114.231343,22.30972,2010,28.2,0.18048,47.29896319,27.958,9.254,1208.15,53763.74
Hong_kong,HKTP,114.231343,22.30972,2011,32,0.2048,45.53161296,28.622,11.192,876,53501.1785
Hong_kong,HKTP,114.231343,22.30972,2012,30,0.192,45.74192051,28.44,12.954,1025.65,53501.1785
Hong_kong,HKTP,114.231343,22.30972,2013,23,0.1472,41.78701319,27.772,11.622,1310.35,54352.53745
Hong_kong,HKTP,114.231343,22.30972,2014,25.2,0.16128,43.02671109,28.55,10.648,1098.65,54352.53745
Hong_kong,HKTP,114.231343,22.30972,2015,25.8,0.16512,45.13757239,28.422,9.686,1427.15,57520.37
Hong_kong,HKTP,114.231343,22.30972,2016,22.4,0.14336,40.94723599,28.118,10.872,1941.8,54563.09308
Hong_kong,HKTP,114.231343,22.30972,2017,20.4,0.13056,47.45305962,28.33,11.746,1445.4,54563.09308
Hong_kong,HKTP,114.231343,22.30972,2018,21.4,0.13696,47.20213831,28.672,13.49,1492.85,54685.49653
Hong_kong,HKTP,114.231343,22.30972,2019,22.2,0.14208,46.34626863,28.046,10.102,1905.3,54685.49653
Hong_kong,HKTP,114.231343,22.30972,2020,13.8,0.08832,50.40172302,28.582,10.054,1828.65,61149.53
Melbourne,10136,145.3285,-37.7751,2000,21.57399828,0.138073589,36.62860847,17.4,3.342,759.2,1455.09
Melbourne,10136,145.3285,-37.7751,2001,21.57399828,0.138073589,36.62860847,16.68,3.354,777.45,1743.605172
Melbourne,10136,145.3285,-37.7751,2002,20.71879078,0.132600261,36.62860847,16.678,3.918,565.75,1743.605172
Melbourne,10136,145.3285,-37.7751,2003,24.84372513,0.158999841,36.62860847,16.964,3.598,675.25,1752.605086
Melbourne,10136,145.3285,-37.7751,2004,14.51535182,0.092898252,36.8536935,16.07,3.588,755.55,1752.605086
Melbourne,10136,145.3285,-37.7751,2005,18.79338756,0.12027768,36.8536935,17.104,3.666,726.35,1543.904
Melbourne,10136,145.3285,-37.7751,2006,29.30891321,0.187577045,35.16002729,17.028,3.936,489.1,1755.725115
Melbourne,10136,145.3285,-37.7751,2007,22.42920578,0.143546917,36.35428843,18.298,3.636,686.2,1755.725115
Melbourne,10136,145.3285,-37.7751,2008,20.09806766,0.128627633,37.18334806,16.566,3.488,576.7,1801.000337
Melbourne,10136,145.3285,-37.7751,2009,24.67003434,0.15788822,36.06762683,17.674,3.79,624.15,1801.000337
Melbourne,10136,145.3285,-37.7751,2010,18.07457927,0.115677307,33.10726421,16.966,3.366,927.1,1687.64
Melbourne,10136,145.3285,-37.7751,2011,16.77660625,0.10737028,40.86556754,16.826,3.29,938.05,1811.214194
Melbourne,10136,145.3285,-37.7751,2012,18.29055979,0.117059583,34.80240869,17.132,3.678,810.3,1811.214194
Melbourne,10136,145.3285,-37.7751,2013,18.42609353,0.117926999,34.65006285,16.852,3.856,755.55,1881.776755
Melbourne,10136,145.3285,-37.7751,2014,21.78611452,0.139431133,34.91656748,17.74,4.112,609.55,1881.776755
Melbourne,10136,145.3285,-37.7751,2015,18.29055979,0.117059583,34.49322911,18.82,3.634,576.7,1825.08
Melbourne,10136,145.3285,-37.7751,2016,14.51535182,0.092898252,34.68824989,16.97,4.112,784.75,1887.76759
Melbourne,10136,145.3285,-37.7751,2017,17.69248638,0.113231913,35.75891237,17.962,3.492,715.4,1887.76759
Melbourne,10136,145.3285,-37.7751,2018,16.26564297,0.104100115,37.60370025,18.348,3.616,613.2,1945.161484
Melbourne,10136,145.3285,-37.7751,2019,19.11932979,0.122363711,37.7021044,17.996,3.898,613.2,1945.161484
Melbourne,10136,145.3285,-37.7751,2020,17.69248638,0.113231913,34.44161942,17.036,3.848,759.2,1949.004
Melbourne,1003,145.0306,-37.8048,2000,18.20833695,0.116533356,33.79373748,18.51,10.854,777.45,2038.24
Melbourne,1003,145.0306,-37.8048,2001,13.04694386,0.083500441,33.79373748,18.134,10.634,565.75,2128.537924
Melbourne,1003,145.0306,-37.8048,2002,19.90504662,0.127392298,33.79373748,17.892,12.214,675.25,2128.537924
Melbourne,1003,145.0306,-37.8048,2003,23.49440802,0.150364211,35.2018396,18.026,10.74,755.55,2163.243595
Melbourne,1003,145.0306,-37.8048,2004,16.79813209,0.107508045,33.79373748,17.62,11.618,726.35,2163.243595
Melbourne,1003,145.0306,-37.8048,2005,20.51136806,0.131272756,33.79373748,18.402,13.026,489.1,2162.61
Melbourne,1003,145.0306,-37.8048,2006,26.72604191,0.171046668,34.63370166,18.436,11.81,686.2,2169.324309
Melbourne,1003,145.0306,-37.8048,2007,22.27050836,0.142531254,36.32970919,19.244,11.158,576.7,2169.324309
Melbourne,1003,145.0306,-37.8048,2008,21.20710141,0.135725449,33.19237855,18.266,11.168,624.15,2314.968709
Melbourne,1003,145.0306,-37.8048,2009,24.6444514,0.157724489,33.72936355,19.054,11.826,927.1,2314.968709
Melbourne,1003,145.0306,-37.8048,2010,18.87626658,0.120808106,32.48213955,18.25,11.288,938.05,2363.93
Melbourne,1003,145.0306,-37.8048,2011,17.63146987,0.112841407,32.18642244,18.29,10.784,810.3,2326.490786
Melbourne,1003,145.0306,-37.8048,2012,19.86138937,0.127112892,33.22081045,18.724,12.018,755.55,2326.490786
Melbourne,1003,145.0306,-37.8048,2013,18.57771288,0.118897362,32.82105828,18.334,11.492,609.55,2429.736427
Melbourne,1003,145.0306,-37.8048,2014,24.00219148,0.153614025,33.16115145,19.188,12.584,576.7,2429.736427
Melbourne,1003,145.0306,-37.8048,2015,19.36882797,0.123960499,33.95746012,19.806,11.266,784.75,2556.43
Melbourne,1003,145.0306,-37.8048,2016,16.79813209,0.107508045,31.63666345,18.196,12.388,715.4,2435.990298
Melbourne,1003,145.0306,-37.8048,2017,19.36882797,0.123960499,32.97462445,19.224,10.578,613.2,2435.990298
Melbourne,1003,145.0306,-37.8048,2018,19.47864625,0.124663336,35.32242254,19.426,10.914,952.65,2460.610379
Melbourne,1003,145.0306,-37.8048,2019,22.1980826,0.142067729,35.65186025,19.172,12.258,952.65,2460.610379
Melbourne,1003,145.0306,-37.8048,2020,19.42373711,0.124311918,33.28046945,18.058,12.008,762.85,2460.610379
Melbourne,1001,145.0306,-37.7783,2000,18.20833694,0.116533356,37.2679933,18.51,10.854,883.3,2138.14
Melbourne,1001,145.0306,-37.7783,2001,17.17280711,0.109905965,37.2679933,18.134,10.634,992.8,2172.737495
Melbourne,1001,145.0306,-37.7783,2002,18.65478826,0.119390645,37.2679933,17.892,12.214,927.1,2172.737495
Melbourne,1001,145.0306,-37.7783,2003,21.84122127,0.139783816,36.00781554,18.026,10.74,660.65,2230.450863
Melbourne,1001,145.0306,-37.7783,2004,15.87837799,0.101621619,37.2679933,17.62,11.618,930.75,2230.450863
Melbourne,1001,145.0306,-37.7783,2005,17.6809793,0.113158268,37.2679933,18.402,13.026,770.15,2268.705
Melbourne,1001,145.0306,-37.7783,2006,24.5598625,0.15718312,44.03240654,18.436,11.81,813.95,2237.336229
Melbourne,1001,145.0306,-37.7783,2007,20.84049544,0.133379171,42.41773245,19.244,11.158,1131.5,2237.336229
Melbourne,1001,145.0306,-37.7783,2008,19.38851092,0.12408647,35.657556,18.266,11.168,1197.2,2384.835591
Melbourne,1001,145.0306,-37.7783,2009,23.0626726,0.147601105,39.35482617,19.054,11.826,1073.1,2384.835591
Melbourne,1001,145.0306,-37.7783,2010,18.46605313,0.11818274,40.30087222,18.25,11.288,985.5,2479.99
Melbourne,1001,145.0306,-37.7783,2011,15.21751464,0.097392094,37.05876784,18.29,10.784,854.1,2397.212327
Melbourne,1001,145.0306,-37.7783,2012,16.60625034,0.106280002,41.48783832,18.724,12.018,605.9,2397.212327
Melbourne,1001,145.0306,-37.7783,2013,16.08268042,0.102929155,41.89894611,18.334,11.492,737.3,2498.104884
Melbourne,1001,145.0306,-37.7783,2014,19.90933511,0.127419745,34.7508362,19.188,12.584,678.9,2498.104884
Melbourne,1001,145.0306,-37.7783,2015,16.34446538,0.104604578,43.89168863,19.806,11.266,573.05,2682.05
Melbourne,1001,145.0306,-37.7783,2016,15.87837799,0.101621619,42.24233154,18.196,12.388,562.1,2505.987631
Melbourne,1001,145.0306,-37.7783,2017,16.76455938,0.10729318,38.26124358,19.224,10.578,562.1,2505.987631
Melbourne,1001,145.0306,-37.7783,2018,17.87435251,0.114395856,41.07673052,19.426,10.914,562.1,2557.768087
Melbourne,1001,145.0306,-37.7783,2019,21.17000655,0.135488042,42.27265714,19.172,12.258,974.55,2557.768087
Melbourne,1001,145.0306,-37.7783,2020,16.76455938,0.10729318,40.65481719,18.058,12.008,828.55,2864.23
London,BLO,-0.125848,51.52229,2000,28.28187942,0.181004028,12.7702737,14.052,10.958,879.65,10301.25
London,BLO,-0.125848,51.52229,2001,28.64537138,0.183330377,12.43743603,14.068,11.346,598.6,10736.22955
London,BLO,-0.125848,51.52229,2002,34.93906852,0.223610039,14.13674934,14.302,10.848,722.7,10736.22955
London,BLO,-0.125848,51.52229,2003,29.21577543,0.186980963,12.12483812,15.024,10.64,562.1,10966.32382
London,BLO,-0.125848,51.52229,2004,22.42540229,0.143522575,13.2568806,14.726,12.624,678.9,10966.32382
London,BLO,-0.125848,51.52229,2005,23.30101598,0.149126502,16.39151832,14.72,11.016,693.5,10788.08
London,BLO,-0.125848,51.52229,2006,25.66334443,0.164245404,16.86663491,15.558,11.396,697.15,10990.9271
London,BLO,-0.125848,51.52229,2007,25.88891995,0.165689088,19.27071298,14.78,11.486,667.95,10990.9271
London,BLO,-0.125848,51.52229,2008,23.6966993,0.151658875,16.23866445,14.63,11.968,638.75,11167.51442
London,BLO,-0.125848,51.52229,2009,20.99113978,0.134343295,14.77920671,15.218,11.158,554.8,11167.51442
London,BLO,-0.125848,51.52229,2010,14.09656475,0.090218014,18.69329112,14.442,10.684,901.55,11500.02
London,BLO,-0.125848,51.52229,2011,21.03703557,0.134637028,18.67496358,14.686,10.948,689.85,11215.87037
London,BLO,-0.125848,51.52229,2012,16.7737538,0.107352024,17.65952878,13.9,11.646,766.5,11215.87037
London,BLO,-0.125848,51.52229,2013,16.26648387,0.104105497,12.88207894,13.816,11.388,722.7,11239.41302
London,BLO,-0.125848,51.52229,2014,17.12930852,0.109627575,13.89039636,14.82,10.956,646.05,11239.41302
London,BLO,-0.125848,51.52229,2015,19.1764,0.12272896,13.67428141,14.156,12.374,675.25,12137.86
London,BLO,-0.125848,51.52229,2016,17.59721905,0.112622202,14.68175792,14.496,11.526,675.25,11270.17374
London,BLO,-0.125848,51.52229,2017,17.10323851,0.109460726,11.49607321,15.362,11.334,781.1,11270.17374
London,BLO,-0.125848,51.52229,2018,17.51275013,0.112081601,15.1752718,16.274,11.652,803,11120.93039
London,BLO,-0.125848,51.52229,2019,18.370066,0.117568422,13.46136339,15.022,12.736,974.55,11120.93039
London,BLO,-0.125848,51.52229,2020,16.81442266,0.107612305,14.31895452,15.28,12.36,828.55,12789.25
London,BX,0.15891449,51.49061,2000,24.21938034,0.155004034,30.87486005,14.052,10.958,879.65,2450.12
London,BX,0.15891449,51.49061,2001,26.34508194,0.168608524,27.86387308,14.068,11.346,598.6,2683.04165
London,BX,0.15891449,51.49061,2002,24.19141611,0.154825063,28.36110577,14.302,10.848,722.7,2683.04165
London,BX,0.15891449,51.49061,2003,26.40349482,0.168982367,28.80285713,15.024,10.64,562.1,2587.400131
London,BX,0.15891449,51.49061,2004,20.41352449,0.130646557,30.67728633,14.726,12.624,678.9,2587.400131
London,BX,0.15891449,51.49061,2005,22.21208602,0.142157351,35.03659109,14.72,11.016,693.5,2493.2
London,BX,0.15891449,51.49061,2006,21.88921098,0.14009095,28.64465295,15.558,11.396,697.15,2589.843651
London,BX,0.15891449,51.49061,2007,19.86417427,0.127130715,26.85023083,14.78,11.486,667.95,2589.843651
London,BX,0.15891449,51.49061,2008,20.49903226,0.131193806,31.19870399,14.63,11.968,638.75,2645.754912
London,BX,0.15891449,51.49061,2009,19.01615944,0.12170342,32.10837928,15.218,11.158,554.8,2645.754912
London,BX,0.15891449,51.49061,2010,20.1425955,0.128912611,32.61054602,14.442,10.684,901.55,2581.9
London,BX,0.15891449,51.49061,2011,20.7211828,0.13261557,29.18230494,14.686,10.948,689.85,2658.705073
London,BX,0.15891449,51.49061,2012,17.62956174,0.112829195,27.88438913,13.9,11.646,766.5,2658.705073
London,BX,0.15891449,51.49061,2013,15.90782796,0.101810099,28.58630348,13.816,11.388,722.7,2795.421238
London,BX,0.15891449,51.49061,2014,14.47830108,0.092661127,28.68486332,14.82,10.956,646.05,2795.421238
London,BX,0.15891449,51.49061,2015,13.90052749,0.088963376,29.65542735,14.156,12.374,675.25,2646.79
London,BX,0.15891449,51.49061,2016,13.44993183,0.086079564,25.64327247,14.496,11.526,675.25,2810.688967
London,BX,0.15891449,51.49061,2017,13.49610222,0.086375054,26.41791563,15.362,11.334,781.1,2810.688967
London,BX,0.15891449,51.49061,2018,20.06716129,0.128429832,22.5192676,16.274,11.652,803,3012.103101
London,BX,0.15891449,51.49061,2019,20.56210753,0.131597488,23.79634051,15.022,12.736,828.55,3012.103101
London,BX,0.15891449,51.49061,2020,20.35436081,0.130267909,23.61845723,15.28,12.36,828.55,2708.11
London,GR,0.070766,51.45258,2000,26.69651909,0.170857722,43.52372455,14.71,10.958,879.65,2019.28
London,GR,0.070766,51.45258,2001,30.51151067,0.195273668,44.32378885,14.068,11.346,598.6,2620.59484
